========================================================================================================================================================================================================
Motion Planning Output - Robot Motor States and Attached Magnet Position
========================================================================================================================================================================================================

Motor Position Ranges:
  - θ1 (ω1 Motor): -360° to +360° (Front section rotation)
  - θ2 (ω2 Motor): -360° to +360° (Rear section rotation)
  - θ3 (ω3 Motor): -90° to +90° (Inter-section rotation)
  - s  (v Motor):  0mm to 8mm (Linear displacement)

State Code Format: ω1ω2ω3vm1m2
  - ω1,ω2,ω3,v: 0=Stop, 1=Forward/CW, 2=Reverse/CCW
  - m1,m2: 0=OFF(detached), 1=ON(attached)

Attached Magnet Position:
  - Shows the 3D coordinate (X, Y, Z) of the magnet that is attached (ON) to the cylinder inner wall
  - Coordinate system: X and Y are radial coordinates, Z is axial coordinate (0-1000mm)
  - Cylinder inner wall radius: 900mm
  - When both magnets are ON, both positions are shown

========================================================================================================================================================================================================

Step	State	ω1	ω2	ω3	v	M1	M2	Dur(s)	Time(s)	θ1(°)	θ2(°)	θ3(°)	s(mm)	Attached Magnet Position (X,Y,Z)	Description
1517	001001	0	0	1	0	0	1	1.222	4083.490	0.0	0.0	35.0	0.80	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
1518	002201	0	0	2	2	0	1	1.600	4085.090	0.0	0.0	-10.8	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
1519	002001	0	0	2	0	0	1	1.222	4086.312	0.0	0.0	-45.8	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
1520	000011	0	0	0	0	1	1	0.500	4086.812	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1521	000010	0	0	0	0	1	0	0.500	4087.312	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
1522	001010	0	0	1	0	1	0	1.222	4088.534	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
1523	001110	0	0	1	1	1	0	12.800	4101.334	0.0	0.0	90.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
1524	002010	0	0	2	0	1	0	1.222	4102.556	0.0	0.0	55.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
1525	000011	0	0	0	0	1	1	0.500	4103.056	0.0	0.0	0.0	6.40	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1526	000001	0	0	0	0	0	1	0.500	4103.556	0.0	0.0	0.0	6.40	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
1527	001001	0	0	1	0	0	1	1.222	4104.777	0.0	0.0	35.0	6.40	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
1528	002201	0	0	2	2	0	1	12.800	4117.577	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
1529	002001	0	0	2	0	0	1	1.222	4118.799	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
1530	000011	0	0	0	0	1	1	0.500	4119.299	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1531	000010	0	0	0	0	1	0	0.500	4119.799	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
1532	001010	0	0	1	0	1	0	1.222	4121.021	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
1533	001110	0	0	1	1	1	0	12.800	4133.821	0.0	0.0	90.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
1534	002010	0	0	2	0	1	0	1.222	4135.043	0.0	0.0	55.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
1535	000011	0	0	0	0	1	1	0.500	4135.543	0.0	0.0	0.0	6.40	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1536	000001	0	0	0	0	0	1	0.500	4136.043	0.0	0.0	0.0	6.40	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
1537	001001	0	0	1	0	0	1	1.222	4137.264	0.0	0.0	35.0	6.40	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
1538	002201	0	0	2	2	0	1	12.800	4150.064	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
1539	002001	0	0	2	0	0	1	1.222	4151.286	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
1540	000011	0	0	0	0	1	1	0.500	4151.786	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1541	000010	0	0	0	0	1	0	0.500	4152.286	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
1542	001010	0	0	1	0	1	0	1.222	4153.508	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
1543	001110	0	0	1	1	1	0	12.800	4166.308	0.0	0.0	90.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
1544	002010	0	0	2	0	1	0	1.222	4167.529	0.0	0.0	55.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
1545	000011	0	0	0	0	1	1	0.500	4168.029	0.0	0.0	0.0	6.40	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1546	000001	0	0	0	0	0	1	0.500	4168.529	0.0	0.0	0.0	6.40	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
1547	001001	0	0	1	0	0	1	1.222	4169.751	0.0	0.0	35.0	6.40	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
1548	002201	0	0	2	2	0	1	12.800	4182.551	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
1549	002001	0	0	2	0	0	1	1.222	4183.773	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
1550	000011	0	0	0	0	1	1	0.500	4184.273	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1551	000010	0	0	0	0	1	0	0.500	4184.773	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
1552	001010	0	0	1	0	1	0	1.222	4185.995	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
1553	001110	0	0	1	1	1	0	1.600	4187.595	0.0	0.0	80.8	0.80	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
1554	002010	0	0	2	0	1	0	1.222	4188.816	0.0	0.0	45.8	0.80	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
1555	000011	0	0	0	0	1	1	0.500	4189.316	0.0	0.0	0.0	0.80	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1556	000001	0	0	0	0	0	1	0.500	4189.816	0.0	0.0	0.0	0.80	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
1557	001001	0	0	1	0	0	1	1.222	4191.038	0.0	0.0	35.0	0.80	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
1558	002201	0	0	2	2	0	1	1.600	4192.638	0.0	0.0	-10.8	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
1559	002001	0	0	2	0	0	1	1.222	4193.860	0.0	0.0	-45.8	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
1560	000011	0	0	0	0	1	1	0.500	4194.360	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1561	000001	0	0	0	0	0	1	0.500	4194.860	0.0	0.0	0.0	0.00	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
1562	001001	0	0	1	0	0	1	1.222	4196.082	0.0	0.0	35.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
1563	021001	0	2	1	0	0	1	0.524	4196.605	0.0	-15.0	50.0	0.00	M2:(636.4,-636.4,0.0)	ω2=CCW, ω3=CW, M1=OFF, M2=ON
1564	002001	0	0	2	0	0	1	1.222	4197.827	0.0	-15.0	15.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
1565	000011	0	0	0	0	1	1	0.500	4198.327	0.0	-15.0	0.0	0.00	M1:(-622.3,650.2,5.3); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1566	000010	0	0	0	0	1	0	0.500	4198.827	0.0	-15.0	0.0	0.00	M1:(-622.3,650.2,5.3)	M1=ON, M2=OFF
1567	001010	0	0	1	0	1	0	1.222	4200.049	0.0	-15.0	35.0	0.00	M1:(-622.3,650.2,5.3)	ω3=CW, M1=ON, M2=OFF
1568	201010	2	0	1	0	1	0	0.524	4200.572	-15.0	-15.0	50.0	0.00	M1:(-622.3,650.2,5.3)	ω1=CCW, ω3=CW, M1=ON, M2=OFF
1569	002010	0	0	2	0	1	0	1.222	4201.794	-15.0	-15.0	15.0	0.00	M1:(-622.3,650.2,5.3)	ω3=CCW, M1=ON, M2=OFF
1570	000011	0	0	0	0	1	1	0.500	4202.294	-15.0	-15.0	0.0	0.00	M1:(-622.3,650.2,5.3); M2:(634.8,-638.0,0.0)	M1=ON, M2=ON
1571	000001	0	0	0	0	0	1	0.500	4202.794	-15.0	-15.0	0.0	0.00	M2:(634.8,-638.0,0.0)	M1=OFF, M2=ON
1572	001001	0	0	1	0	0	1	1.222	4204.016	-15.0	-15.0	35.0	0.00	M2:(634.8,-638.0,0.0)	ω3=CW, M1=OFF, M2=ON
1573	021001	0	2	1	0	0	1	0.524	4204.539	-15.0	-30.0	50.0	0.00	M2:(634.8,-638.0,0.0)	ω2=CCW, ω3=CW, M1=OFF, M2=ON
1574	002001	0	0	2	0	0	1	1.222	4205.761	-15.0	-30.0	15.0	0.00	M2:(634.8,-638.0,0.0)	ω3=CCW, M1=OFF, M2=ON
1575	000011	0	0	0	0	1	1	0.500	4206.261	-15.0	-30.0	0.0	0.00	M1:(-664.5,607.0,0.0); M2:(634.8,-638.0,0.0)	M1=ON, M2=ON
1576	000010	0	0	0	0	1	0	0.500	4206.761	-15.0	-30.0	0.0	0.00	M1:(-664.5,607.0,0.0)	M1=ON, M2=OFF
1577	001010	0	0	1	0	1	0	1.222	4207.983	-15.0	-30.0	35.0	0.00	M1:(-664.5,607.0,0.0)	ω3=CW, M1=ON, M2=OFF
1578	001110	0	0	1	1	1	0	12.800	4220.783	-15.0	-30.0	90.0	6.40	M1:(-664.5,607.0,0.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
1579	002010	0	0	2	0	1	0	1.222	4222.004	-15.0	-30.0	55.0	6.40	M1:(-664.5,607.0,0.0)	ω3=CCW, M1=ON, M2=OFF
1580	000011	0	0	0	0	1	1	0.500	4222.504	-15.0	-30.0	0.0	6.40	M1:(-664.5,607.0,0.0); M2:(677.7,-592.2,0.0)	M1=ON, M2=ON
1581	000001	0	0	0	0	0	1	0.500	4223.004	-15.0	-30.0	0.0	6.40	M2:(677.7,-592.2,0.0)	M1=OFF, M2=ON
1582	001001	0	0	1	0	0	1	1.222	4224.226	-15.0	-30.0	35.0	6.40	M2:(677.7,-592.2,0.0)	ω3=CW, M1=OFF, M2=ON
1583	002201	0	0	2	2	0	1	12.800	4237.026	-15.0	-30.0	-90.0	0.00	M2:(677.7,-592.2,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
1584	002001	0	0	2	0	0	1	1.222	4238.248	-15.0	-30.0	-90.0	0.00	M2:(677.7,-592.2,0.0)	ω3=CCW, M1=OFF, M2=ON
1585	000011	0	0	0	0	1	1	0.500	4238.748	-15.0	-30.0	0.0	0.00	M1:(-705.1,559.3,0.0); M2:(677.7,-592.2,0.0)	M1=ON, M2=ON
1586	000010	0	0	0	0	1	0	0.500	4239.248	-15.0	-30.0	0.0	0.00	M1:(-705.1,559.3,0.0)	M1=ON, M2=OFF
1587	001010	0	0	1	0	1	0	1.222	4240.470	-15.0	-30.0	35.0	0.00	M1:(-705.1,559.3,0.0)	ω3=CW, M1=ON, M2=OFF
1588	001110	0	0	1	1	1	0	12.800	4253.270	-15.0	-30.0	90.0	6.40	M1:(-705.1,559.3,0.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
1589	002010	0	0	2	0	1	0	1.222	4254.491	-15.0	-30.0	55.0	6.40	M1:(-705.1,559.3,0.0)	ω3=CCW, M1=ON, M2=OFF
1590	000011	0	0	0	0	1	1	0.500	4254.991	-15.0	-30.0	0.0	6.40	M1:(-705.1,559.3,0.0); M2:(717.3,-543.6,0.0)	M1=ON, M2=ON
1591	000001	0	0	0	0	0	1	0.500	4255.491	-15.0	-30.0	0.0	6.40	M2:(717.3,-543.6,0.0)	M1=OFF, M2=ON
1592	001001	0	0	1	0	0	1	1.222	4256.713	-15.0	-30.0	35.0	6.40	M2:(717.3,-543.6,0.0)	ω3=CW, M1=OFF, M2=ON
1593	002201	0	0	2	2	0	1	12.800	4269.513	-15.0	-30.0	-90.0	0.00	M2:(717.3,-543.6,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
1594	002001	0	0	2	0	0	1	1.222	4270.735	-15.0	-30.0	-90.0	0.00	M2:(717.3,-543.6,0.0)	ω3=CCW, M1=OFF, M2=ON
1595	000011	0	0	0	0	1	1	0.500	4271.235	-15.0	-30.0	0.0	0.00	M1:(-742.4,508.8,0.0); M2:(717.3,-543.6,0.0)	M1=ON, M2=ON
1596	000010	0	0	0	0	1	0	0.500	4271.735	-15.0	-30.0	0.0	0.00	M1:(-742.4,508.8,0.0)	M1=ON, M2=OFF
1597	001010	0	0	1	0	1	0	1.222	4272.957	-15.0	-30.0	35.0	0.00	M1:(-742.4,508.8,0.0)	ω3=CW, M1=ON, M2=OFF
1598	001110	0	0	1	1	1	0	12.800	4285.757	-15.0	-30.0	90.0	6.40	M1:(-742.4,508.8,0.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
1599	002010	0	0	2	0	1	0	1.222	4286.978	-15.0	-30.0	55.0	6.40	M1:(-742.4,508.8,0.0)	ω3=CCW, M1=ON, M2=OFF
1600	000011	0	0	0	0	1	1	0.500	4287.478	-15.0	-30.0	0.0	6.40	M1:(-742.4,508.8,0.0); M2:(753.4,-492.3,0.0)	M1=ON, M2=ON
1601	000001	0	0	0	0	0	1	0.500	4287.978	-15.0	-30.0	0.0	6.40	M2:(753.4,-492.3,0.0)	M1=OFF, M2=ON
1602	001001	0	0	1	0	0	1	1.222	4289.200	-15.0	-30.0	35.0	6.40	M2:(753.4,-492.3,0.0)	ω3=CW, M1=OFF, M2=ON
1603	002201	0	0	2	2	0	1	12.800	4302.000	-15.0	-30.0	-90.0	0.00	M2:(753.4,-492.3,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
1604	002001	0	0	2	0	0	1	1.222	4303.222	-15.0	-30.0	-90.0	0.00	M2:(753.4,-492.3,0.0)	ω3=CCW, M1=OFF, M2=ON
1605	000011	0	0	0	0	1	1	0.500	4303.722	-15.0	-30.0	0.0	0.00	M1:(-776.0,455.9,0.0); M2:(753.4,-492.3,0.0)	M1=ON, M2=ON
1606	000010	0	0	0	0	1	0	0.500	4304.222	-15.0	-30.0	0.0	0.00	M1:(-776.0,455.9,0.0)	M1=ON, M2=OFF
1607	001010	0	0	1	0	1	0	1.222	4305.443	-15.0	-30.0	35.0	0.00	M1:(-776.0,455.9,0.0)	ω3=CW, M1=ON, M2=OFF
1608	001110	0	0	1	1	1	0	1.600	4307.043	-15.0	-30.0	80.8	0.80	M1:(-776.0,455.9,0.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
1609	002010	0	0	2	0	1	0	1.222	4308.265	-15.0	-30.0	45.8	0.80	M1:(-776.0,455.9,0.0)	ω3=CCW, M1=ON, M2=OFF
1610	000011	0	0	0	0	1	1	0.500	4308.765	-15.0	-30.0	0.0	0.80	M1:(-776.0,455.9,0.0); M2:(753.1,-492.8,43.5)	M1=ON, M2=ON
1611	000001	0	0	0	0	0	1	0.500	4309.265	-15.0	-30.0	0.0	0.80	M2:(753.1,-492.8,43.5)	M1=OFF, M2=ON
1612	001001	0	0	1	0	0	1	1.222	4310.487	-15.0	-30.0	35.0	0.80	M2:(753.1,-492.8,43.5)	ω3=CW, M1=OFF, M2=ON
1613	002201	0	0	2	2	0	1	1.600	4312.087	-15.0	-30.0	-10.8	0.00	M2:(753.1,-492.8,43.5)	ω3=CCW, v=Rev, M1=OFF, M2=ON
1614	002001	0	0	2	0	0	1	1.222	4313.309	-15.0	-30.0	-45.8	0.00	M2:(753.1,-492.8,43.5)	ω3=CCW, M1=OFF, M2=ON
1615	000011	0	0	0	0	1	1	0.500	4313.809	-15.0	-30.0	0.0	0.00	M1:(-775.7,456.4,0.6); M2:(753.1,-492.8,43.5)	M1=ON, M2=ON
1616	000010	0	0	0	0	1	0	0.500	4314.309	-15.0	-30.0	0.0	0.00	M1:(-775.7,456.4,0.6)	M1=ON, M2=OFF
1617	001010	0	0	1	0	1	0	1.222	4315.530	-15.0	-30.0	35.0	0.00	M1:(-775.7,456.4,0.6)	ω3=CW, M1=ON, M2=OFF
1618	001110	0	0	1	1	1	0	12.800	4328.330	-15.0	-30.0	90.0	6.40	M1:(-775.7,456.4,0.6)	ω3=CW, v=Fwd, M1=ON, M2=OFF
1619	002010	0	0	2	0	1	0	1.222	4329.552	-15.0	-30.0	55.0	6.40	M1:(-775.7,456.4,0.6)	ω3=CCW, M1=ON, M2=OFF
1620	000011	0	0	0	0	1	1	0.500	4330.052	-15.0	-30.0	0.0	6.40	M1:(-775.7,456.4,0.6); M2:(785.6,-439.2,0.0)	M1=ON, M2=ON
1621	000001	0	0	0	0	0	1	0.500	4330.552	-15.0	-30.0	0.0	6.40	M2:(785.6,-439.2,0.0)	M1=OFF, M2=ON
1622	001001	0	0	1	0	0	1	1.222	4331.774	-15.0	-30.0	35.0	6.40	M2:(785.6,-439.2,0.0)	ω3=CW, M1=OFF, M2=ON
1623	002201	0	0	2	2	0	1	12.800	4344.574	-15.0	-30.0	-90.0	0.00	M2:(785.6,-439.2,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
1624	002001	0	0	2	0	0	1	1.222	4345.796	-15.0	-30.0	-90.0	0.00	M2:(785.6,-439.2,0.0)	ω3=CCW, M1=OFF, M2=ON
1625	000011	0	0	0	0	1	1	0.500	4346.296	-15.0	-30.0	0.0	0.00	M1:(-805.6,401.3,0.0); M2:(785.6,-439.2,0.0)	M1=ON, M2=ON
1626	000010	0	0	0	0	1	0	0.500	4346.796	-15.0	-30.0	0.0	0.00	M1:(-805.6,401.3,0.0)	M1=ON, M2=OFF
1627	001010	0	0	1	0	1	0	1.222	4348.017	-15.0	-30.0	35.0	0.00	M1:(-805.6,401.3,0.0)	ω3=CW, M1=ON, M2=OFF
1628	001110	0	0	1	1	1	0	12.800	4360.817	-15.0	-30.0	90.0	6.40	M1:(-805.6,401.3,0.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
1629	002010	0	0	2	0	1	0	1.222	4362.039	-15.0	-30.0	55.0	6.40	M1:(-805.6,401.3,0.0)	ω3=CCW, M1=ON, M2=OFF
1630	000011	0	0	0	0	1	1	0.500	4362.539	-15.0	-30.0	0.0	6.40	M1:(-805.6,401.3,0.0); M2:(814.2,-383.4,0.0)	M1=ON, M2=ON
1631	000001	0	0	0	0	0	1	0.500	4363.039	-15.0	-30.0	0.0	6.40	M2:(814.2,-383.4,0.0)	M1=OFF, M2=ON
1632	001001	0	0	1	0	0	1	1.222	4364.261	-15.0	-30.0	35.0	6.40	M2:(814.2,-383.4,0.0)	ω3=CW, M1=OFF, M2=ON
1633	002201	0	0	2	2	0	1	12.800	4377.061	-15.0	-30.0	-90.0	0.00	M2:(814.2,-383.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
1634	002001	0	0	2	0	0	1	1.222	4378.283	-15.0	-30.0	-90.0	0.00	M2:(814.2,-383.4,0.0)	ω3=CCW, M1=OFF, M2=ON
1635	000011	0	0	0	0	1	1	0.500	4378.783	-15.0	-30.0	0.0	0.00	M1:(-831.6,344.2,0.0); M2:(814.2,-383.4,0.0)	M1=ON, M2=ON
1636	000010	0	0	0	0	1	0	0.500	4379.283	-15.0	-30.0	0.0	0.00	M1:(-831.6,344.2,0.0)	M1=ON, M2=OFF
1637	001010	0	0	1	0	1	0	1.222	4380.504	-15.0	-30.0	35.0	0.00	M1:(-831.6,344.2,0.0)	ω3=CW, M1=ON, M2=OFF
1638	001110	0	0	1	1	1	0	12.800	4393.304	-15.0	-30.0	90.0	6.40	M1:(-831.6,344.2,0.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
1639	002010	0	0	2	0	1	0	1.222	4394.526	-15.0	-30.0	55.0	6.40	M1:(-831.6,344.2,0.0)	ω3=CCW, M1=ON, M2=OFF
1640	000011	0	0	0	0	1	1	0.500	4395.026	-15.0	-30.0	0.0	6.40	M1:(-831.6,344.2,0.0); M2:(839.0,-325.8,0.0)	M1=ON, M2=ON
1641	000001	0	0	0	0	0	1	0.500	4395.526	-15.0	-30.0	0.0	6.40	M2:(839.0,-325.8,0.0)	M1=OFF, M2=ON
1642	001001	0	0	1	0	0	1	1.222	4396.748	-15.0	-30.0	35.0	6.40	M2:(839.0,-325.8,0.0)	ω3=CW, M1=OFF, M2=ON
1643	002201	0	0	2	2	0	1	12.800	4409.548	-15.0	-30.0	-90.0	0.00	M2:(839.0,-325.8,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
1644	002001	0	0	2	0	0	1	1.222	4410.769	-15.0	-30.0	-90.0	0.00	M2:(839.0,-325.8,0.0)	ω3=CCW, M1=OFF, M2=ON
1645	000011	0	0	0	0	1	1	0.500	4411.269	-15.0	-30.0	0.0	0.00	M1:(-853.5,285.4,0.0); M2:(839.0,-325.8,0.0)	M1=ON, M2=ON
1646	000010	0	0	0	0	1	0	0.500	4411.769	-15.0	-30.0	0.0	0.00	M1:(-853.5,285.4,0.0)	M1=ON, M2=OFF
1647	001010	0	0	1	0	1	0	1.222	4412.991	-15.0	-30.0	35.0	0.00	M1:(-853.5,285.4,0.0)	ω3=CW, M1=ON, M2=OFF
1648	001110	0	0	1	1	1	0	1.600	4414.591	-15.0	-30.0	80.8	0.80	M1:(-853.5,285.4,0.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
1649	002010	0	0	2	0	1	0	1.222	4415.813	-15.0	-30.0	45.8	0.80	M1:(-853.5,285.4,0.0)	ω3=CCW, M1=ON, M2=OFF
1650	000011	0	0	0	0	1	1	0.500	4416.313	-15.0	-30.0	0.0	0.80	M1:(-853.5,285.4,0.0); M2:(838.7,-326.4,43.5)	M1=ON, M2=ON
1651	000001	0	0	0	0	0	1	0.500	4416.813	-15.0	-30.0	0.0	0.80	M2:(838.7,-326.4,43.5)	M1=OFF, M2=ON
1652	001001	0	0	1	0	0	1	1.222	4418.035	-15.0	-30.0	35.0	0.80	M2:(838.7,-326.4,43.5)	ω3=CW, M1=OFF, M2=ON
1653	002201	0	0	2	2	0	1	1.600	4419.635	-15.0	-30.0	-10.8	0.00	M2:(838.7,-326.4,43.5)	ω3=CCW, v=Rev, M1=OFF, M2=ON
1654	002001	0	0	2	0	0	1	1.222	4420.856	-15.0	-30.0	-45.8	0.00	M2:(838.7,-326.4,43.5)	ω3=CCW, M1=OFF, M2=ON
1655	000011	0	0	0	0	1	1	0.500	4421.356	-15.0	-30.0	0.0	0.00	M1:(-853.3,286.0,0.6); M2:(838.7,-326.4,43.5)	M1=ON, M2=ON
1656	000010	0	0	0	0	1	0	0.500	4421.856	-15.0	-30.0	0.0	0.00	M1:(-853.3,286.0,0.6)	M1=ON, M2=OFF
1657	001010	0	0	1	0	1	0	1.222	4423.078	-15.0	-30.0	35.0	0.00	M1:(-853.3,286.0,0.6)	ω3=CW, M1=ON, M2=OFF
1658	001110	0	0	1	1	1	0	12.800	4435.878	-15.0	-30.0	90.0	6.40	M1:(-853.3,286.0,0.6)	ω3=CW, v=Fwd, M1=ON, M2=OFF
1659	002010	0	0	2	0	1	0	1.222	4437.100	-15.0	-30.0	55.0	6.40	M1:(-853.3,286.0,0.6)	ω3=CCW, M1=ON, M2=OFF
1660	000011	0	0	0	0	1	1	0.500	4437.600	-15.0	-30.0	0.0	6.40	M1:(-853.3,286.0,0.6); M2:(859.4,-267.2,0.0)	M1=ON, M2=ON
1661	000001	0	0	0	0	0	1	0.500	4438.100	-15.0	-30.0	0.0	6.40	M2:(859.4,-267.2,0.0)	M1=OFF, M2=ON
1662	001001	0	0	1	0	0	1	1.222	4439.322	-15.0	-30.0	35.0	6.40	M2:(859.4,-267.2,0.0)	ω3=CW, M1=OFF, M2=ON
1663	002201	0	0	2	2	0	1	12.800	4452.122	-15.0	-30.0	-90.0	0.00	M2:(859.4,-267.2,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
1664	002001	0	0	2	0	0	1	1.222	4453.343	-15.0	-30.0	-90.0	0.00	M2:(859.4,-267.2,0.0)	ω3=CCW, M1=OFF, M2=ON
1665	000011	0	0	0	0	1	1	0.500	4453.843	-15.0	-30.0	0.0	0.00	M1:(-871.2,225.9,0.0); M2:(859.4,-267.2,0.0)	M1=ON, M2=ON
1666	000010	0	0	0	0	1	0	0.500	4454.343	-15.0	-30.0	0.0	0.00	M1:(-871.2,225.9,0.0)	M1=ON, M2=OFF
1667	001010	0	0	1	0	1	0	1.222	4455.565	-15.0	-30.0	35.0	0.00	M1:(-871.2,225.9,0.0)	ω3=CW, M1=ON, M2=OFF
1668	001110	0	0	1	1	1	0	12.800	4468.365	-15.0	-30.0	90.0	6.40	M1:(-871.2,225.9,0.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
1669	002010	0	0	2	0	1	0	1.222	4469.587	-15.0	-30.0	55.0	6.40	M1:(-871.2,225.9,0.0)	ω3=CCW, M1=ON, M2=OFF
1670	000011	0	0	0	0	1	1	0.500	4470.087	-15.0	-30.0	0.0	6.40	M1:(-871.2,225.9,0.0); M2:(876.0,-206.6,0.0)	M1=ON, M2=ON
1671	000001	0	0	0	0	0	1	0.500	4470.587	-15.0	-30.0	0.0	6.40	M2:(876.0,-206.6,0.0)	M1=OFF, M2=ON
1672	001001	0	0	1	0	0	1	1.222	4471.808	-15.0	-30.0	35.0	6.40	M2:(876.0,-206.6,0.0)	ω3=CW, M1=OFF, M2=ON
1673	002201	0	0	2	2	0	1	12.800	4484.608	-15.0	-30.0	-90.0	0.00	M2:(876.0,-206.6,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
1674	002001	0	0	2	0	0	1	1.222	4485.830	-15.0	-30.0	-90.0	0.00	M2:(876.0,-206.6,0.0)	ω3=CCW, M1=OFF, M2=ON
1675	000011	0	0	0	0	1	1	0.500	4486.330	-15.0	-30.0	0.0	0.00	M1:(-884.8,164.7,0.0); M2:(876.0,-206.6,0.0)	M1=ON, M2=ON
